date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:16	2295/2295	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:34:16%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed67ab	(from http://123.hp-setup.com/)
14:04:16	55622/55622	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:34:14%20GMT	http://123.hp-setup.com/wp-json/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/index.html	(from http://123.hp-setup.com/)
14:04:16	5017/5017	---M--	200	added ('OK')	image/gif	date:Thu,%2027%20Oct%202016%2004:17:41%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-com.gif	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-com.gif	(from http://123.hp-setup.com/)
14:04:17	6918/6918	---M-Z	200	added ('OK')	text/css	date:Thu,%2028%20Dec%202017%2007:52:47%20GMT	http://123.hp-setup.com/wp-content/cache/wpfc-minified/0f8b4444307fd146f34b817275baacd5/1514447567index.css	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/cache/wpfc-minified/0f8b4444307fd146f34b817275baacd5/1514447567index.css	(from http://123.hp-setup.com/)
14:04:18	29623/29623	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:18%20GMT	http://123.hp-setup.com/hp-printer-models/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-models/index.html	(from http://123.hp-setup.com/)
14:04:18	37906/37906	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2013:11:46%20GMT	http://123.hp-setup.com/envy/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy/index.html	(from http://123.hp-setup.com/)
14:04:18	24933/24933	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Dec%202017%2008:34:19%20GMT	http://123.hp-setup.com/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/123.hp-setup.com/index.html	(from http://123.hp-setup.com/)
14:04:19	46981/46981	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2012:06:23%20GMT	http://123.hp-setup.com/envy4500/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy4500/index.html	(from http://123.hp-setup.com/)
14:04:19	45614/45614	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:22%20GMT	http://123.hp-setup.com/envy-4502/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy-4502/index.html	(from http://123.hp-setup.com/)
14:04:20	45622/45622	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2016:50:40%20GMT	http://123.hp-setup.com/envy-4510/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy-4510/index.html	(from http://123.hp-setup.com/)
14:04:20	45948/45948	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:26%20GMT	http://123.hp-setup.com/envy-4512/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy-4512/index.html	(from http://123.hp-setup.com/)
14:04:21	45107/45107	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2017:09:44%20GMT	http://123.hp-setup.com/envy4520/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy4520/index.html	(from http://123.hp-setup.com/)
14:04:22	30607/30607	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2013:27:14%20GMT	http://123.hp-setup.com/hp-officejet-printer/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-printer/index.html	(from http://123.hp-setup.com/)
14:04:25	29201/29201	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2011:41:04%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-envy.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-envy.png	(from http://123.hp-setup.com/)
14:04:26	26357/26357	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2012:04:32%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-oj.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-oj.png	(from http://123.hp-setup.com/)
14:04:26	41915/41915	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:31%20GMT	http://123.hp-setup.com/officejet250/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet250/index.html	(from http://123.hp-setup.com/)
14:04:27	27934/27934	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2012:11:02%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-officejetpro.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-officejetpro.png	(from http://123.hp-setup.com/)
14:04:27	45540/45540	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2016:24:20%20GMT	http://123.hp-setup.com/hp-officejet-3830-driver/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-3830-driver/index.html	(from http://123.hp-setup.com/)
14:04:28	41864/41864	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2017:07:14%20GMT	http://123.hp-setup.com/hp-officejet-4650/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-4650/index.html	(from http://123.hp-setup.com/)
14:04:29	27697/27697	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:41:54%20GMT	http://123.hp-setup.com/hp-laserjet-pro-printer/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-laserjet-pro-printer/index.html	(from http://123.hp-setup.com/)
14:04:30	43482/43482	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:43%20GMT	http://123.hp-setup.com/hp-laserjet-pro-m203dw/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-laserjet-pro-m203dw/index.html	(from http://123.hp-setup.com/)
14:04:30	39869/39869	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:45%20GMT	http://123.hp-setup.com/hp-laserjet-pro-m452dn/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-laserjet-pro-m452dn/index.html	(from http://123.hp-setup.com/)
14:04:32	23499/23499	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2012:31:37%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123hp-com-dj-3632.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123hp-com-dj-3632.png	(from http://123.hp-setup.com/)
14:04:32	37927/37927	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:07:12%20GMT	http://123.hp-setup.com/hp-color-laserjet-pro-mfp-m477fdw/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-color-laserjet-pro-mfp-m477fdw/index.html	(from http://123.hp-setup.com/)
14:04:33	22691/22691	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2012:17:22%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-laserjet.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-laserjet.png	(from http://123.hp-setup.com/)
14:04:34	16689/16689	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2012:25:31%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-lj-CP5225n.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-lj-CP5225n.png	(from http://123.hp-setup.com/)
14:04:34	26550/26550	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2010:17:14%20GMT	http://123.hp-setup.com/hp-sprocket-printer/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-sprocket-printer/index.html	(from http://123.hp-setup.com/)
14:04:35	43486/43486	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:51%20GMT	http://123.hp-setup.com/hp-sprocket-z3z93a-portable-photo-printer/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-sprocket-z3z93a-portable-photo-printer/index.html	(from http://123.hp-setup.com/)
14:04:36	41234/41234	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:52%20GMT	http://123.hp-setup.com/hp-black-sprocket-photo-printer/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-black-sprocket-photo-printer/index.html	(from http://123.hp-setup.com/)
14:04:36	19360/19360	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Nov%202016%2004:43:09%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/hp-com-setup-pagewide.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/hp-com-setup-pagewide.png	(from http://123.hp-setup.com/)
14:04:37	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:34:37%20GMT	http://123.hp-setup.com/hp-printer-setup-windows-8	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows-8.14.delayed	(from http://123.hp-setup.com/)
14:04:37	31429/31429	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2013:27:44%20GMT	http://123.hp-setup.com/hp-officejet-pro-printers/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-pro-printers/index.html	(from http://123.hp-setup.com/)
14:04:37	49368/49368	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:09:21%20GMT	http://123.hp-setup.com/ojpro6968/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/ojpro6968/index.html	(from http://123.hp-setup.com/)
14:04:38	45922/45922	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:17:55%20GMT	http://123.hp-setup.com/hp-officejet-pro-6230-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-pro-6230-setup/index.html	(from http://123.hp-setup.com/)
14:04:39	46264/46264	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:05:59%20GMT	http://123.hp-setup.com/officejetpro6830/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejetpro6830/index.html	(from http://123.hp-setup.com/)
14:04:40	31581/31581	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2016:49:29%20GMT	http://123.hp-setup.com/hp-deskjet-printers/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-printers/index.html	(from http://123.hp-setup.com/)
14:04:40	32101/32101	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Nov%202016%2007:25:54%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-install.jpg	(from http://123.hp-setup.com/)
14:04:41	3690/3690	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Dec%202016%2004:49:56%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-com.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-com.jpg	(from http://123.hp-setup.com/)
14:04:41	47689/47689	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:02%20GMT	http://123.hp-setup.com/hp-deskjet-1112/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-1112/index.html	(from http://123.hp-setup.com/)
14:04:42	46304/46304	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:04:47%20GMT	http://123.hp-setup.com/hp-deskjet-3755/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-3755/index.html	(from http://123.hp-setup.com/)
14:04:42	3730/3730	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Dec%202016%2006:16:28%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123hp-com-support.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123hp-com-support.jpg	(from http://123.hp-setup.com/)
14:04:42	46290/46290	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:04%20GMT	http://123.hp-setup.com/hp-deskjet-2130/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-2130/index.html	(from http://123.hp-setup.com/)
14:04:43	47839/47839	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2010:53:35%20GMT	http://123.hp-setup.com/hp-deskjet-d5560/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-d5560/index.html	(from http://123.hp-setup.com/)
14:04:43	30673/30673	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2011:44:06%20GMT	http://123.hp-setup.com/privacy-policy/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/privacy-policy/index.html	(from http://123.hp-setup.com/)
14:04:44	29465/29465	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:09%20GMT	http://123.hp-setup.com/refund-policy/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/refund-policy/index.html	(from http://123.hp-setup.com/)
14:04:45	3332/3332	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Dec%202017%2018:07:25%20GMT	https://d10lpsik1i8c69.cloudfront.net/w.js	C:/My%20Web%20Sites/123HP/d10lpsik1i8c69.cloudfront.net/w.js	(from http://123.hp-setup.com/)
14:04:45	59059/59059	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:11%20GMT	http://123.hp-setup.com/terms-and-conditions/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/terms-and-conditions/index.html	(from http://123.hp-setup.com/)
14:04:46	35638/35638	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Dec%202016%2011:59:03%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-support.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-setup-support.png	(from http://123.hp-setup.com/)
14:04:46	163354/163354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Oct%202017%2005:00:36%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-setup-banner.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/09/123-hp-com-setup-banner.jpg	(from http://123.hp-setup.com/)
14:04:46	27053/27053	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:13%20GMT	http://123.hp-setup.com/about-us/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/about-us/index.html	(from http://123.hp-setup.com/)
14:04:47	27191/27191	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:08:00%20GMT	http://123.hp-setup.com/contact-us/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/contact-us/index.html	(from http://123.hp-setup.com/)
14:04:47	32046/32046	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:16%20GMT	http://123.hp-setup.com/123-hp-printer-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/123-hp-printer-setup/index.html	(from http://123.hp-setup.com/)
14:04:48	392/392	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202017%2009:06:17%20GMT	http://123.hp-setup.com/wp-content/plugins/wens-responsive-column-layout-shortcodes/assets/js/custom.js?ver=3.0	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/plugins/wens-responsive-column-layout-shortcodes/assets/js/custom6aec.js	(from http://123.hp-setup.com/)
14:04:48	34461/34461	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2012:32:39%20GMT	http://123.hp-setup.com/hp-printer-install-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-install-setup/index.html	(from http://123.hp-setup.com/)
14:04:48	32258/32258	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:15:25%20GMT	http://123.hp-setup.com/hp-printer-setup-windows-8/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows-8/index.html	(from http://123.hp-setup.com/)
14:04:49	32473/32473	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2010:39:59%20GMT	http://123.hp-setup.com/hp-printer-setup-windows-10/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows-10/index.html	(from http://123.hp-setup.com/)
14:04:49	31246/31246	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:22%20GMT	http://123.hp-setup.com/hp-printer-setup-windows/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows/index.html	(from http://123.hp-setup.com/)
14:04:49	32270/32270	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2017:16:15%20GMT	http://123.hp-setup.com/hp-printer-setup-mac/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-mac/index.html	(from http://123.hp-setup.com/)
14:04:50	31014/31014	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:26%20GMT	http://123.hp-setup.com/hp-printer-setup-smartphone/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-smartphone/index.html	(from http://123.hp-setup.com/)
14:04:50	30380/30380	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:29%20GMT	http://123.hp-setup.com/hp-printer-network-sharing-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-network-sharing-setup/index.html	(from http://123.hp-setup.com/)
14:04:50	35943/35943	---MC-	200	added ('OK')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/123HP/www.google-analytics.com/analytics.js	(from http://123.hp-setup.com/)
14:04:50	23543/23543	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2008:34:58%20GMT	http://123.hp-setup.com/wp-content/themes/colormag/js/jquery.bxslider.min.js?ver=4.2.10	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/themes/colormag/js/jquery.bxslider.min0ea5.js	(from http://123.hp-setup.com/)
14:04:50	32122/32122	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:31%20GMT	http://123.hp-setup.com/hp-printer-firmware-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-firmware-setup/index.html	(from http://123.hp-setup.com/)
14:04:51	30720/30720	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:33%20GMT	http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/index.html	(from http://123.hp-setup.com/)
14:04:51	29919/29919	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2019:33:33%20GMT	http://123.hp-setup.com/envy-4520-wireless-password-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy-4520-wireless-password-setup/index.html	(from http://123.hp-setup.com/)
14:04:51	32925/32925	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:10:48%20GMT	http://123.hp-setup.com//officejet-3830-wifi-protected-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-3830-wifi-protected-setup/index.html	(from http://123.hp-setup.com/)
14:04:52	386/386	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2008:34:58%20GMT	http://123.hp-setup.com/wp-content/themes/colormag/js/colormag-slider-setting.js?ver=4.9.1	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/themes/colormag/js/colormag-slider-setting5859.js	(from http://123.hp-setup.com/)
14:04:52	33158/33158	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2017:04:00%20GMT	http://123.hp-setup.com/officejet-pro-6960-wifi-protected-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-pro-6960-wifi-protected-setup/index.html	(from http://123.hp-setup.com/)
14:04:52	31331/31331	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:46%20GMT	http://123.hp-setup.com/officejet-pro-8720-scanner-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-pro-8720-scanner-setup/index.html	(from http://123.hp-setup.com/)
14:04:53	1805/1805	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2008:34:58%20GMT	http://123.hp-setup.com/wp-content/themes/colormag/js/navigation.js?ver=4.9.1	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/themes/colormag/js/navigation5859.js	(from http://123.hp-setup.com/)
14:04:53	47275/47275	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2021:10:27%20GMT	http://123.hp-setup.com/hp-deskjet-3700/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-deskjet-3700/index.html	(from http://123.hp-setup.com/)
14:04:53	31626/31626	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:48%20GMT	http://123.hp-setup.com/officejet-pro-6968-usb-connect/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-pro-6968-usb-connect/index.html	(from http://123.hp-setup.com/)
14:04:53	32275/32275	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:50%20GMT	http://123.hp-setup.com/officejet-pro-6978-paper-jam/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-pro-6978-paper-jam/index.html	(from http://123.hp-setup.com/)
14:04:53	47249/47249	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2014:18:01%20GMT	http://123.hp-setup.com/hp-officejet-pro-6970/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-officejet-pro-6970/index.html	(from http://123.hp-setup.com/)
14:04:54	7171/7171	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2008:34:58%20GMT	http://123.hp-setup.com/wp-content/themes/colormag/js/sticky/jquery.sticky.js?ver=20150309	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/themes/colormag/js/sticky/jquery.stickyd56c.js	(from http://123.hp-setup.com/)
14:04:54	297/297	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2008:34:58%20GMT	http://123.hp-setup.com/wp-content/themes/colormag/js/sticky/sticky-setting.js?ver=20150309	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/themes/colormag/js/sticky/sticky-settingd56c.js	(from http://123.hp-setup.com/)
14:04:55	32791/32791	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Dec%202017%2022:06:54%20GMT	http://123.hp-setup.com/officejet-pro-8710-wifi-protected-setup/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/officejet-pro-8710-wifi-protected-setup/index.html	(from http://123.hp-setup.com/)
